S0,E0,I0,R0
0.07495476647948554,0.3625872779137314,0.4076791712094915,0.15477878439729154
0.3539196575889627,0.03020425939411846,0.32795464606248725,0.2879214369544315
0.07230529436052772,0.2658733763052096,0.15001865388531474,0.5118026754489481
0.23433793006349402,0.3002950426744046,0.1466655293353301,0.3187014979267713
0.4095692394258869,0.05254658965532913,0.2968921704252926,0.24099200049349143
0.31005586194355017,0.001950710188517409,0.439910241467476,0.24808318640045643
0.5916511742168823,0.19707068971540445,0.02261712417621438,0.18866101189149906
0.3783713451434716,0.12783985184682173,0.2352438248932473,0.2585449781164593
0.23859073217982957,0.3387257519203117,0.2778792835617152,0.1448042323381436
0.0985908873521041,0.7120707824661247,0.01308936539488403,0.17624896478688712
0.07988191116531793,0.3115454131657311,0.33396372485295717,0.2746089508159939
0.10438767963175306,0.2461857407672998,0.31910880095975547,0.3303177786411916
0.06731545917549997,0.08416859135400948,0.4128367983195123,0.4356791511509782
0.20414579415894768,0.5096238641008851,0.25151345056791924,0.034716891172247834
0.0827143931474951,0.3527489731071352,0.46221068253105313,0.10232595121431652
0.2570941454006478,0.05685966197254531,0.3431381080013417,0.3429080846254652
0.20593278097192183,0.3781322960382147,0.11528057502783332,0.3006543479620303
0.0581744235659432,0.3738012857194856,0.35552418634771316,0.21250010436685793
0.2882446739436465,0.3370289978501692,0.34945427503529986,0.025272053170884504
0.2932284793569406,0.27669661033812304,0.31966551961988576,0.11040939068505055
0.20302914795619167,0.3044920577119432,0.27313416325355316,0.2193446310783119
0.05215509631674591,0.4233628886647846,0.1563634814624257,0.36811853355604374
0.052424080396908455,0.03791301807070541,0.438034256562084,0.4716286449703021
0.004808227664463285,0.22018340566905187,0.2319313435077489,0.543077023158736
0.3487082259928899,0.32947026953459807,0.16039668482381764,0.16142481964869437
0.36706015441086426,0.26886637582566997,0.34764568712367977,0.016427782639786028
0.2848249395712105,0.2573102660354636,0.12742106775975917,0.33044372663356675
0.2060475824786125,0.23581527503270694,0.35554540058985523,0.20259174189882534
0.13726794819175334,0.27098919717758957,0.3733533469923292,0.21838950763832796
0.04607263290949591,0.09407326291537729,0.41093986062969556,0.44891424354543125
0.5680600078722273,0.02833419128720044,0.37657902169717433,0.02702677914339798
0.39650407905011054,0.11374821993463824,0.03761860957668808,0.4521290914385631
0.48664767727110214,0.10321999034508225,0.22360836784373314,0.18652396454008244
0.17293701200011877,0.39197197575323545,0.09040479767659393,0.34468621457005183
0.16450584029041113,0.2783947165354139,0.24212510985330912,0.3149743333208659
0.2103904257923646,0.2982482117190257,0.2792131197267903,0.21214824276181926
0.05144278226438808,0.142920109969284,0.5206996632789654,0.28493744448736236
0.2616468949795149,0.4559495335151713,0.11712447931913446,0.1652790921861794
0.3930158567512632,0.11937329115299124,0.1277596021967621,0.35985124989898354
0.06274065805145083,0.5456600146944741,0.3585638380624298,0.03303548919164533
0.5979324543672574,0.31999999647997307,0.038722040519654326,0.04334550863311527
0.06771279581859489,0.19812005213267664,0.473385239601097,0.2607819124476315
0.32354072891790675,0.2748695555292025,0.1027311092749252,0.2988586062779656
0.06866455020770414,0.2877521674132152,0.36863027537756554,0.2749530070015151
0.21186114311640733,0.21406236786958113,0.3023448645979203,0.2717316244160911
0.4414400818145051,0.13162629935912268,0.2416535932805855,0.18528002554578663
0.5851870835964873,0.10770273433745893,0.20001579092023555,0.10709439114581824
0.015478876709286242,0.17884511578954052,0.39741451336729594,0.40826149413387736
0.3425000314811265,0.35570061908049855,0.08454991210619422,0.21724943733218088
0.30690360577747783,0.0385217728201805,0.19355681280004652,0.46101780860229497
0.4676743394127495,0.41203908173200304,0.09605980471652721,0.024226774138720385
0.2300513804689151,0.09277959157215428,0.3260528800229659,0.35111614793596474
0.0039331469815548125,0.26763766742379047,0.4144786031517958,0.313950582442859
0.2497921375426694,0.08126204597543374,0.318582367129166,0.3503634493527309
0.3231330426143844,0.02365238184833885,0.4302427911256915,0.22297178441158516
0.17536960323356,0.2852265918432654,0.0021941298870451673,0.5372096750361296
0.25946418463273935,0.3359999297517455,0.3401389181311849,0.06439696748433031
0.3727110437032031,0.11379090002868127,0.27330747800986793,0.2401905782582478
0.30440187122978957,0.280490051735058,0.2675542076354186,0.14755386939973397
0.2121520642300423,0.24792129311078262,0.3596876523737423,0.1802389902854327
0.22195597631026837,0.27345233636352523,0.23624709895578158,0.26834458837042485
0.36955564345008957,0.20229530309354757,0.16909136366141464,0.25905768979494814
0.3188068149595376,0.10976892543461964,0.5364802953409987,0.0349439642648441
0.07235508291490068,0.351334209046624,0.3491436395999153,0.22716706843856008
0.33642967611159824,0.005396139628550851,0.10244776435156627,0.5557264199082846
0.402596812916271,0.38956369803668295,0.0392305233079117,0.16860896573913453
0.19884087965915495,0.48253318808305895,0.2835051855628391,0.035120746694946935
0.6082965334193576,0.014813742698935822,0.05352482268818226,0.32336490119352423
